Date,Open,High,Low,Close,Volume,Symbol
2014-08-21,45.700001,45.700001,44.959999,45.029999,4766000,MPC
2014-08-22,45.055,45.345001,44.665001,45.215,4416400,MPC
2014-08-25,45.299999,45.560001,45.125,45.294998,3758600,MPC
2014-08-26,45.305,45.400002,44.625,45.215,3747800,MPC
2014-08-27,45.345001,45.369999,44.849998,45.095001,4036400,MPC
2014-08-28,44.900002,45.465,44.900002,45.389999,2681800,MPC
2014-08-29,45.240002,45.599998,45.09,45.505001,3281200,MPC
2014-09-02,45.375,45.625,44.200001,44.755001,5939200,MPC
2014-09-03,44.985001,45.325001,44.73,45.209999,5477600,MPC
2014-09-04,45.165001,45.810001,44.91,45.485001,6374400,MPC
2014-09-05,45.41,45.814999,45.075001,45.814999,4692600,MPC
2014-09-08,45.705002,46.445,45.52,46.195,4197400,MPC
2014-09-09,46.014999,46.25,45.485001,45.860001,5835800,MPC
2014-09-10,45.855,45.904999,44.389999,45.215,9845800,MPC
2014-09-11,44.965,45.445,44.25,44.450001,9593600,MPC
2014-09-12,44.424999,44.5,43.235001,43.43,8177200,MPC
2014-09-15,43.334999,44.360001,42.860001,44.264999,8076400,MPC
2014-09-16,44.044998,44.924999,43.98,44.09,5515600,MPC
2014-09-17,44.32,44.355,43.275002,44.095001,7038400,MPC
2014-09-18,44.174999,44.450001,43.264999,43.665001,5808400,MPC
2014-09-19,43.849998,44.43,43.779999,44.32,7755200,MPC
2014-09-22,44.134998,44.32,43.0,43.040001,5316800,MPC
2014-09-23,43.049999,43.764999,42.314999,42.349998,9688800,MPC
2014-09-24,42.200001,42.424999,41.48,42.244999,7517400,MPC
2014-09-25,42.165001,42.310001,41.73,42.139999,5772400,MPC
2014-09-26,42.099998,42.799999,42.049999,42.505001,4074400,MPC
2014-09-29,42.195,42.720001,41.889999,42.195,5058200,MPC
2014-09-30,42.235001,42.639999,41.959999,42.334999,5853600,MPC
2014-10-01,42.465,42.52,41.145,41.220001,5749600,MPC
2014-10-02,41.215,41.5,40.119999,40.474998,8016600,MPC
2014-10-03,40.605,40.610001,39.950001,40.41,10040600,MPC
2014-10-06,40.450001,40.845001,39.575001,40.439999,5227600,MPC
2014-10-07,40.345001,41.369999,40.345001,40.41,7017600,MPC
2014-10-08,40.584999,42.18,40.174999,42.130001,7957000,MPC
2014-10-09,42.02,42.459999,40.705002,40.900002,5595600,MPC
2014-10-10,41.055,42.080002,40.154999,40.794998,6955000,MPC
2014-10-13,40.764999,41.68,39.825001,39.91,6491200,MPC
2014-10-14,40.075001,40.439999,38.705002,39.215,10668800,MPC
2014-10-15,38.715,39.595001,37.639999,38.134998,9307800,MPC
2014-10-16,37.494999,39.935001,37.32,39.224998,10641200,MPC
2014-10-17,39.490002,40.259998,39.014999,39.625,6795400,MPC
2014-10-20,39.599998,40.705002,39.599998,40.32,5336600,MPC
2014-10-21,40.355,42.625,40.355,42.474998,7357800,MPC
2014-10-22,42.525002,43.09,41.75,41.785,4257000,MPC
2014-10-23,42.415001,42.919998,42.139999,42.264999,4831600,MPC
2014-10-24,42.404999,43.005001,41.740002,42.895,3485400,MPC
2014-10-27,42.505001,43.279999,41.810001,43.209999,6976800,MPC
2014-10-28,43.32,44.744999,42.82,44.560001,6601600,MPC
2014-10-29,44.939999,45.119999,43.075001,43.705002,7878000,MPC
2014-10-30,44.755001,46.009998,44.220001,45.325001,14001400,MPC
2014-10-31,45.189999,45.685001,44.360001,45.450001,7236600,MPC
2014-11-03,45.689999,46.259998,45.555,45.810001,10483800,MPC
2014-11-04,45.759998,46.415001,45.075001,45.314999,8183400,MPC
2014-11-05,45.494999,45.945,44.814999,45.355,6508400,MPC
2014-11-06,45.59,46.610001,45.555,46.564999,7233400,MPC
2014-11-07,46.639999,47.040001,46.174999,47.040001,7025400,MPC
2014-11-10,47.25,47.59,46.740002,47.049999,6704000,MPC
2014-11-11,47.0,47.674999,46.575001,47.314999,5707400,MPC
2014-11-12,47.235001,47.794998,47.07,47.505001,5957400,MPC
2014-11-13,47.174999,47.389999,46.18,46.775002,6880200,MPC
2014-11-14,47.040001,47.360001,46.174999,46.189999,7134400,MPC
2014-11-17,45.935001,46.825001,45.849998,46.255001,9015600,MPC
2014-11-18,46.459999,47.32,46.169998,46.939999,8154400,MPC
2014-11-19,47.0,47.384998,46.544998,46.900002,8838600,MPC
2014-11-20,46.875,47.790001,46.814999,47.580002,6156200,MPC
2014-11-21,48.215,48.970001,47.985001,48.459999,8871000,MPC
2014-11-24,48.34,48.685001,47.950001,48.060001,4756400,MPC
2014-11-25,48.290001,48.450001,47.560001,47.619999,5583000,MPC
2014-11-26,47.66,48.259998,47.535,47.834999,3290400,MPC
2014-11-28,46.630001,46.630001,44.825001,45.044998,7651600,MPC
2014-12-01,44.700001,45.599998,44.625,45.395,6449400,MPC
2014-12-02,45.360001,47.555,45.25,47.07,9013200,MPC
2014-12-03,47.09,48.560001,47.09,48.009998,6801000,MPC
2014-12-04,48.5,48.549999,47.240002,48.334999,5024800,MPC
2014-12-05,48.18,48.575001,45.990002,46.075001,9278000,MPC
2014-12-08,45.654999,46.145,44.134998,44.360001,7801600,MPC
2014-12-09,43.84,44.445,43.055,44.380001,14885200,MPC
2014-12-10,43.744999,44.244999,41.825001,42.529999,10562600,MPC
2014-12-11,42.625,43.369999,41.849998,41.939999,8591000,MPC
2014-12-12,40.240002,42.580002,40.240002,41.599998,7719400,MPC
2014-12-15,41.740002,42.105,40.580002,40.685001,7761000,MPC
2014-12-16,40.375,42.080002,40.0,41.099998,6132200,MPC
2014-12-17,40.884998,42.720001,40.610001,42.365002,7400800,MPC
2014-12-18,43.084999,43.189999,40.790001,42.014999,6876400,MPC
2014-12-19,42.330002,43.66,42.060001,43.599998,8382800,MPC
2014-12-22,43.23,43.799999,42.805,43.645,5983400,MPC
2014-12-23,44.064999,44.419998,43.634998,44.189999,3625400,MPC
2014-12-24,43.974998,44.555,43.605,44.310001,2568000,MPC
2014-12-26,44.424999,45.369999,44.334999,44.860001,3188400,MPC
2014-12-29,45.055,45.615002,44.98,45.529999,4696200,MPC
2014-12-30,45.25,45.830002,45.200001,45.32,4362200,MPC
2014-12-31,45.48,45.555,45.09,45.130001,3166000,MPC
2015-01-02,44.775002,45.935001,44.775002,45.82,5359400,MPC
2015-01-05,45.424999,45.650002,43.924999,44.544998,10492800,MPC
2015-01-06,44.564999,45.165001,43.610001,44.105,5604600,MPC
2015-01-07,44.82,44.82,43.82,44.470001,7012000,MPC
2015-01-08,44.985001,45.744999,44.75,45.514999,7000200,MPC
2015-01-09,45.435001,45.584999,44.18,44.244999,5370600,MPC
2015-01-12,43.724998,44.075001,42.505001,42.709999,8258200,MPC
2015-01-13,42.470001,43.215,40.110001,40.43,12575200,MPC
2015-01-14,40.005001,40.02,37.98,38.814999,14329400,MPC
2015-01-15,38.985001,39.119999,37.619999,38.424999,9460400,MPC
2015-01-16,38.610001,39.345001,38.52,38.779999,9135800,MPC
2015-01-20,38.73,40.369999,38.73,40.209999,7446200,MPC
2015-01-21,40.235001,40.875,40.009998,40.474998,7159200,MPC
2015-01-22,40.849998,42.134998,40.474998,41.985001,7920400,MPC
2015-01-23,42.084999,44.25,41.785,43.580002,9278000,MPC
2015-01-26,43.575001,44.285,43.575001,44.095001,6269200,MPC
2015-01-27,43.744999,44.465,43.685001,44.34,4695800,MPC
2015-01-28,44.5,45.285,43.945,44.645,8432200,MPC
2015-01-29,45.154999,45.619999,44.095001,45.005001,5209200,MPC
2015-01-30,44.509998,46.695,44.404999,46.294998,9757800,MPC
2015-02-02,46.424999,46.994999,45.485001,46.970001,6282800,MPC
2015-02-03,47.040001,47.91,46.639999,47.91,8428600,MPC
2015-02-04,48.005001,48.605,47.174999,48.095001,9119600,MPC
2015-02-05,48.470001,49.125,48.105,48.650002,6988400,MPC
2015-02-06,48.669998,49.959999,48.395,49.439999,9894200,MPC
2015-02-09,49.330002,50.224998,49.110001,50.084999,8388200,MPC
2015-02-10,50.240002,51.305,49.384998,51.09,9031600,MPC
2015-02-11,50.599998,50.994999,50.095001,50.459999,5344400,MPC
2015-02-12,50.935001,50.970001,50.099998,50.700001,6356200,MPC
2015-02-13,50.880001,51.775002,50.695,51.740002,5890600,MPC
2015-02-17,51.634998,52.305,50.875,51.91,6645800,MPC
2015-02-18,51.669998,52.349998,51.25,52.314999,4855800,MPC
2015-02-19,52.075001,52.935001,51.884998,52.825001,5253800,MPC
2015-02-20,52.830002,53.474998,52.16,52.785,6478600,MPC
2015-02-23,52.764999,54.064999,52.575001,53.174999,5051000,MPC
2015-02-24,53.325001,53.395,52.075001,52.59,5082400,MPC
2015-02-25,52.695,53.240002,51.970001,52.330002,5200000,MPC
2015-02-26,52.355,54.16,52.355,53.52,6895400,MPC
2015-02-27,53.560001,54.105,52.474998,52.5,4386200,MPC
2015-03-02,52.044998,52.044998,50.630001,50.889999,9264000,MPC
2015-03-03,51.310001,51.834999,50.924999,51.384998,7101000,MPC
2015-03-04,51.0,51.505001,50.439999,51.005001,5459200,MPC
2015-03-05,51.18,51.529999,50.84,50.875,3759600,MPC
2015-03-06,50.505001,51.305,49.185001,49.244999,4593600,MPC
2015-03-09,49.544998,50.945,49.349998,49.884998,5025800,MPC
2015-03-10,49.360001,49.375,48.0,48.060001,6255000,MPC
2015-03-11,48.18,48.764999,47.779999,48.435001,5476400,MPC
2015-03-12,48.945,49.575001,47.735001,47.834999,4567200,MPC
2015-03-13,48.259998,48.650002,47.740002,48.099998,4498200,MPC
2015-03-16,47.825001,49.060001,47.145,49.029999,4739200,MPC
2015-03-17,48.509998,48.974998,48.0,48.869999,3544400,MPC
2015-03-18,48.75,50.705002,48.665001,50.505001,5108200,MPC
2015-03-19,50.075001,50.325001,49.75,50.029999,3166000,MPC
2015-03-20,50.255001,51.419998,50.0,51.130001,7781200,MPC
2015-03-23,51.330002,51.900002,51.185001,51.209999,5235800,MPC
2015-03-24,51.040001,51.630001,50.75,50.849998,3938800,MPC
2015-03-25,51.400002,52.43,51.349998,51.540001,6384600,MPC
2015-03-26,51.865002,51.965,50.365002,50.439999,4386400,MPC
2015-03-27,50.705002,50.790001,49.634998,49.825001,4887400,MPC
2015-03-30,50.205002,51.535,50.205002,51.450001,4501000,MPC
2015-03-31,51.060001,52.035,50.845001,51.195,5779200,MPC
2015-04-01,51.380001,51.82,50.665001,50.880001,5426800,MPC
2015-04-02,50.814999,51.025002,48.445,48.540001,8617000,MPC
2015-04-06,48.814999,49.82,48.48,49.27,5108200,MPC
2015-04-07,49.494999,49.595001,48.619999,49.119999,5944400,MPC
2015-04-08,49.720001,49.994999,49.169998,49.32,4358800,MPC
2015-04-09,49.330002,50.169998,49.014999,49.93,5468000,MPC
2015-04-10,50.044998,50.259998,49.735001,50.209999,2708000,MPC
2015-04-13,50.16,50.334999,48.404999,48.605,7489000,MPC
2015-04-14,48.919998,49.334999,48.610001,49.02,6153400,MPC
2015-04-15,49.259998,49.985001,48.970001,49.014999,5412400,MPC
2015-04-16,49.0,50.345001,48.84,50.0,6300400,MPC
2015-04-17,49.814999,50.134998,49.115002,49.360001,5224600,MPC
2015-04-20,49.66,50.294998,49.330002,49.665001,4473200,MPC
2015-04-21,49.68,50.165001,49.509998,50.005001,3214200,MPC
2015-04-22,50.294998,51.09,50.049999,51.064999,4482600,MPC
2015-04-23,51.099998,51.240002,50.275002,50.845001,3613200,MPC
2015-04-24,50.650002,51.715,50.650002,51.575001,4212200,MPC
2015-04-27,51.904999,52.040001,51.380001,51.470001,4899400,MPC
2015-04-28,51.32,51.744999,51.064999,51.255001,3160400,MPC
2015-04-29,51.685001,51.935001,50.790001,51.264999,4841200,MPC
2015-04-30,52.099998,52.279999,48.875,49.285,10060400,MPC
2015-05-01,49.494999,51.595001,49.325001,51.330002,5698400,MPC
2015-05-04,51.215,51.599998,50.544998,50.625,4090800,MPC
2015-05-05,50.849998,51.145,50.575001,50.915001,3847800,MPC
2015-05-06,51.395,51.459999,49.875,50.509998,4899400,MPC
2015-05-07,50.5,51.735001,49.970001,51.345001,4755600,MPC
2015-05-08,51.52,52.759998,50.849998,52.439999,5191200,MPC
2015-05-11,53.009998,53.07,50.720001,51.139999,4492600,MPC
2015-05-12,51.099998,51.099998,50.310001,50.665001,3628400,MPC
2015-05-13,51.009998,51.345001,50.715,51.139999,2999600,MPC
2015-05-14,51.349998,52.485001,51.285,52.355,3743400,MPC
2015-05-15,52.279999,52.305,51.224998,51.724998,3199400,MPC
2015-05-18,51.595001,52.240002,51.215,52.134998,2567800,MPC
2015-05-19,51.41,52.244999,51.41,52.130001,3442600,MPC
2015-05-20,52.380001,52.474998,51.740002,52.165001,3563200,MPC
2015-05-21,52.150002,52.419998,51.759998,51.830002,4210200,MPC
2015-05-22,51.639999,52.279999,51.435001,51.540001,4338000,MPC
2015-05-26,51.349998,51.490002,49.845001,50.220001,6473000,MPC
2015-05-27,50.705002,51.095001,50.145,50.48,4688800,MPC
2015-05-28,50.455002,51.540001,50.18,51.384998,3650800,MPC
2015-05-29,51.490002,52.5,51.244999,51.73,5635200,MPC
2015-06-01,51.580002,52.450001,51.580002,51.775002,4692800,MPC
2015-06-02,51.700001,51.889999,50.950001,51.514999,3849200,MPC
2015-06-03,51.355,51.595001,50.82,51.099998,5167200,MPC
2015-06-04,50.665001,50.990002,49.98,50.165001,6044400,MPC
2015-06-05,50.075001,50.75,49.98,50.459999,5814000,MPC
2015-06-08,50.404999,51.075001,50.139999,50.23,3041800,MPC
2015-06-09,50.395,50.619999,49.654999,49.665001,4973800,MPC
2015-06-10,49.91,51.119999,49.91,50.895,4799600,MPC
2015-06-11,51.200001,52.450001,50.919998,52.029999,4141700,MPC
2015-06-12,51.689999,51.689999,50.400002,51.029999,4201700,MPC
2015-06-15,50.619999,51.200001,50.5,51.060001,3648800,MPC
2015-06-16,50.93,51.400002,50.470001,51.189999,3049600,MPC
2015-06-17,51.599998,52.450001,50.610001,51.299999,4327200,MPC
2015-06-18,51.549999,52.509998,51.369999,51.939999,3742900,MPC
2015-06-19,51.799999,52.779999,51.740002,51.900002,4295600,MPC
2015-06-22,52.16,52.209999,51.540001,51.889999,2555400,MPC
2015-06-23,51.959999,52.490002,51.689999,52.189999,4048400,MPC
2015-06-24,52.080002,52.599998,51.66,51.68,3531400,MPC
2015-06-25,51.779999,52.029999,51.029999,51.439999,2812700,MPC
2015-06-26,51.23,52.27,51.169998,51.970001,9232200,MPC
2015-06-29,51.189999,51.919998,50.799999,50.849998,2832500,MPC
2015-06-30,51.349998,52.869999,51.32,52.310001,3946700,MPC
2015-07-01,52.779999,54.360001,52.41,53.77,7556800,MPC
2015-07-02,53.880001,54.740002,53.799999,54.009998,3549800,MPC
2015-07-06,53.439999,55.32,53.419998,54.759998,4622000,MPC
2015-07-07,54.939999,55.900002,53.900002,55.540001,6941600,MPC
2015-07-08,55.400002,55.529999,53.799999,53.970001,3632800,MPC
2015-07-09,54.68,54.709999,53.23,53.380001,5963200,MPC
2015-07-10,53.869999,54.66,53.810001,54.490002,4473800,MPC
2015-07-13,59.330002,60.380001,58.299999,58.779999,14320800,MPC
2015-07-14,58.93,59.509998,58.220001,58.790001,7000600,MPC
2015-07-15,58.48,58.889999,57.25,57.509998,5316100,MPC
2015-07-16,57.990002,58.59,57.619999,58.48,5930000,MPC
2015-07-17,58.220001,58.610001,57.5,58.580002,4507200,MPC
2015-07-20,58.610001,59.049999,57.43,57.529999,4103500,MPC
2015-07-21,57.509998,58.150002,56.709999,57.150002,3330400,MPC
2015-07-22,57.150002,57.990002,56.77,57.07,4207300,MPC
2015-07-23,57.09,57.490002,56.189999,56.330002,4170000,MPC
2015-07-24,56.490002,56.790001,55.509998,56.32,5449000,MPC
2015-07-27,55.290001,55.639999,54.07,54.459999,8150900,MPC
2015-07-28,54.5,54.93,53.790001,54.509998,6126100,MPC
2015-07-29,54.700001,55.939999,54.23,55.810001,6782300,MPC
2015-07-30,53.259998,54.630001,52.75,53.939999,8237400,MPC
2015-07-31,54.0,55.139999,53.830002,54.669998,6042900,MPC
2015-08-03,54.73,55.189999,53.099998,53.200001,6816000,MPC
2015-08-04,53.27,53.549999,51.919998,52.189999,6719300,MPC
2015-08-05,52.529999,53.200001,51.59,51.68,6923700,MPC
2015-08-06,51.810001,52.34,51.099998,52.150002,6241700,MPC
2015-08-07,51.740002,52.419998,51.110001,51.169998,5200100,MPC
2015-08-10,52.209999,53.57,51.650002,53.259998,4898000,MPC
2015-08-11,52.369999,55.919998,52.259998,55.860001,7974900,MPC
2015-08-12,55.639999,58.07,54.889999,57.799999,8110900,MPC
2015-08-13,57.540001,58.27,56.610001,56.990002,4881400,MPC
2015-08-14,56.75,57.119999,55.189999,55.66,4516400,MPC
2015-08-17,55.060001,56.299999,54.77,55.869999,2646400,MPC
2015-08-18,55.560001,55.889999,54.830002,55.48,2965600,MPC
2015-08-19,55.389999,55.560001,53.75,54.5,4168400,MPC
2015-08-20,54.189999,54.810001,53.25,53.290001,4835700,MPC
2015-08-21,51.860001,52.080002,48.380001,48.380001,12564700,MPC
2015-08-24,44.5,46.419998,43.529999,45.82,13158000,MPC
2015-08-25,47.48,47.73,43.700001,43.77,8947400,MPC
2015-08-26,45.09,45.599998,43.419998,45.52,10292600,MPC
2015-08-27,46.349998,47.220001,45.290001,46.669998,7755100,MPC
2015-08-28,46.720001,47.77,46.720001,47.220001,7196700,MPC
2015-08-31,47.27,48.09,46.43,47.310001,7783900,MPC
2015-09-01,46.200001,46.91,45.689999,46.060001,6551700,MPC
2015-09-02,46.68,46.869999,45.389999,46.810001,4970500,MPC
2015-09-03,47.02,47.970001,46.720001,46.98,5438000,MPC
2015-09-04,46.240002,46.950001,46.110001,46.34,3597200,MPC
2015-09-08,46.619999,47.82,46.59,47.720001,4154200,MPC
2015-09-09,48.049999,48.959999,47.360001,47.450001,5960300,MPC
2015-09-10,47.580002,48.610001,47.220001,48.16,5334600,MPC
2015-09-11,47.669998,47.919998,46.810001,47.869999,3643800,MPC
2015-09-14,47.709999,47.740002,46.369999,46.52,4081000,MPC
2015-09-15,46.59,47.389999,46.200001,47.25,3755400,MPC
2015-09-16,47.34,47.459999,45.709999,46.669998,7669200,MPC
2015-09-17,46.509998,47.84,45.98,46.830002,5194200,MPC
2015-09-18,45.880001,47.439999,45.740002,46.09,6192300,MPC
2015-09-21,46.490002,47.450001,46.049999,46.169998,3244700,MPC
2015-09-22,45.48,46.639999,45.34,45.939999,4515800,MPC
2015-09-23,46.099998,47.200001,45.939999,46.259998,3288600,MPC
2015-09-24,46.080002,46.98,45.549999,46.669998,3582100,MPC
2015-09-25,46.939999,47.75,46.599998,47.330002,4736100,MPC
2015-09-28,46.740002,47.689999,44.57,45.029999,4127900,MPC
2015-09-29,45.380001,46.599998,45.09,45.540001,5439400,MPC
2015-09-30,46.139999,47.049999,45.57,46.330002,5986900,MPC
2015-10-01,46.490002,48.0,46.029999,47.93,5413300,MPC
2015-10-02,46.919998,48.439999,46.700001,48.389999,4639200,MPC
2015-10-05,48.950001,50.669998,48.720001,50.580002,4987200,MPC
2015-10-06,50.470001,51.07,49.950001,50.040001,5707600,MPC
2015-10-07,50.66,51.130001,48.93,50.290001,4950100,MPC
2015-10-08,50.209999,51.310001,49.860001,51.080002,3570800,MPC
2015-10-09,51.07,51.25,48.98,49.639999,4880600,MPC
2015-10-12,49.880001,50.099998,49.34,49.77,2779000,MPC
2015-10-13,49.560001,50.110001,48.619999,48.779999,3816400,MPC
2015-10-14,48.82,49.200001,48.119999,48.59,3635900,MPC
2015-10-15,48.82,50.16,48.529999,50.099998,4517500,MPC
2015-10-16,50.630001,51.200001,50.080002,51.130001,4642600,MPC
2015-10-19,50.66,50.869999,48.799999,49.060001,4341600,MPC
2015-10-20,48.669998,48.860001,47.029999,47.34,5012300,MPC
2015-10-21,47.52,47.889999,46.560001,46.779999,4863800,MPC
2015-10-22,47.209999,48.049999,46.970001,47.650002,5531100,MPC
2015-10-23,47.830002,48.970001,47.610001,48.59,3314200,MPC
2015-10-26,48.599998,49.919998,48.5,48.720001,3702700,MPC
2015-10-27,48.34,49.029999,48.02,48.98,5123100,MPC
2015-10-28,49.02,50.110001,48.75,49.84,5051600,MPC
2015-10-29,48.950001,51.380001,48.84,51.240002,4959700,MPC
2015-10-30,51.41,52.77,50.299999,51.799999,5376700,MPC
2015-11-02,51.77,53.369999,51.369999,52.919998,4317200,MPC
2015-11-03,52.889999,55.369999,52.73,54.630001,6035300,MPC
2015-11-04,54.639999,55.400002,54.139999,54.799999,4567700,MPC
2015-11-05,55.200001,55.919998,54.549999,55.650002,5881400,MPC
2015-11-06,55.450001,56.040001,55.07,55.970001,3043300,MPC
2015-11-09,55.950001,56.48,54.240002,54.32,3187300,MPC
2015-11-10,54.32,55.029999,53.830002,54.77,2645100,MPC
2015-11-11,55.09,55.869999,54.450001,54.849998,3078200,MPC
2015-11-12,54.07,55.099998,53.130001,54.709999,5816900,MPC
2015-11-13,54.630001,55.049999,53.560001,53.68,4016900,MPC
2015-11-16,53.5,53.919998,52.599998,53.77,4258500,MPC
2015-11-17,53.650002,54.740002,53.380001,54.259998,4277400,MPC
2015-11-18,54.27,55.759998,54.0,55.68,3395700,MPC
2015-11-19,55.5,56.040001,55.09,55.810001,3560000,MPC
2015-11-20,55.970001,56.369999,55.73,55.93,3573800,MPC
2015-11-23,54.779999,56.48,54.580002,56.41,5128700,MPC
2015-11-24,56.349998,57.66,56.080002,57.189999,3290600,MPC
2015-11-25,57.549999,59.330002,57.080002,58.049999,6586000,MPC
2015-11-27,57.470001,58.919998,57.41,58.57,1718100,MPC
2015-11-30,58.66,59.290001,58.040001,58.41,5534800,MPC
2015-12-01,58.82,59.540001,58.029999,59.34,4660800,MPC
2015-12-02,59.110001,59.990002,57.529999,58.009998,5086600,MPC
2015-12-03,58.240002,58.52,54.32,54.439999,9487600,MPC
2015-12-04,54.830002,56.310001,54.400002,55.630001,7325200,MPC
2015-12-07,54.880001,55.549999,52.560001,53.689999,7250600,MPC
2015-12-08,52.82,53.529999,52.52,52.73,4990900,MPC
2015-12-09,52.540001,53.049999,50.779999,51.98,7146500,MPC
2015-12-10,52.240002,53.23,51.630001,52.349998,4236100,MPC
2015-12-11,51.490002,51.779999,49.43,49.619999,6665200,MPC
2015-12-14,49.290001,49.419998,47.580002,47.990002,9474200,MPC
2015-12-15,48.959999,49.740002,48.349998,49.16,9240200,MPC
2015-12-16,49.0,49.98,48.810001,49.700001,6943500,MPC
2015-12-17,49.93,51.900002,49.869999,51.32,6733900,MPC
2015-12-18,51.349998,51.639999,50.27,50.349998,8334100,MPC
2015-12-21,50.580002,51.419998,50.23,51.400002,5264600,MPC
2015-12-22,51.790001,52.450001,51.279999,51.599998,4619200,MPC
2015-12-23,52.02,52.73,51.529999,52.709999,4457700,MPC
2015-12-24,52.450001,53.080002,51.93,52.639999,1372100,MPC
2015-12-28,52.09,52.25,51.110001,51.599998,2325800,MPC
2015-12-29,52.34,52.509998,51.799999,52.16,1927800,MPC
2015-12-30,51.93,53.18,51.849998,52.299999,2757700,MPC
2015-12-31,51.990002,52.560001,51.360001,51.84,2567900,MPC
2016-01-04,51.68,52.830002,50.66,51.240002,5497300,MPC
2016-01-05,51.400002,52.220001,50.040001,50.599998,5485100,MPC
2016-01-06,49.299999,49.790001,47.93,48.720001,7328500,MPC
2016-01-07,47.84,48.860001,47.290001,47.990002,7563500,MPC
2016-01-08,48.34,48.549999,46.139999,46.189999,5026000,MPC
2016-01-11,46.439999,46.970001,44.290001,45.720001,7508700,MPC
2016-01-12,46.209999,47.080002,45.119999,46.389999,4931900,MPC
2016-01-13,46.709999,46.77,41.849998,42.279999,9902200,MPC
2016-01-14,42.560001,44.189999,41.130001,43.66,9076000,MPC
2016-01-15,41.860001,42.75,41.040001,41.419998,7876100,MPC
2016-01-19,42.400002,42.970001,40.450001,41.200001,5665000,MPC
2016-01-20,40.169998,41.139999,38.950001,40.5,7634200,MPC
2016-01-21,40.029999,40.75,39.119999,39.610001,7611500,MPC
2016-01-22,40.689999,43.98,40.5,42.830002,9569600,MPC
2016-01-25,42.169998,43.23,40.669998,40.77,5836500,MPC
2016-01-26,41.080002,41.580002,40.369999,41.560001,5022200,MPC
2016-01-27,41.57,41.860001,39.529999,39.860001,8433200,MPC
2016-01-28,41.139999,41.48,39.5,40.220001,4811000,MPC
2016-01-29,40.560001,41.790001,39.849998,41.790001,7007500,MPC
2016-02-01,41.650002,42.200001,40.799999,41.77,6672100,MPC
2016-02-02,41.07,41.380001,39.75,40.27,6799400,MPC
2016-02-03,39.799999,40.07,35.400002,37.200001,15690000,MPC
2016-02-04,36.98,37.34,34.119999,34.939999,17638100,MPC
2016-02-05,34.540001,34.650002,32.040001,32.299999,15529700,MPC
2016-02-08,31.85,31.85,29.709999,30.73,17273000,MPC
2016-02-09,30.290001,31.83,29.24,31.4,16889100,MPC
2016-02-10,31.620001,32.669998,31.139999,31.67,9776500,MPC
2016-02-11,30.969999,31.379999,29.25,30.83,11198900,MPC
2016-02-12,30.860001,31.950001,30.6,31.73,7304200,MPC
2016-02-16,32.310001,32.73,31.639999,32.540001,7469700,MPC
2016-02-17,32.860001,33.18,32.389999,32.959999,7617700,MPC
2016-02-18,33.509998,33.560001,30.82,31.370001,7977300,MPC
2016-02-19,30.93,31.6,30.639999,31.59,5887600,MPC
2016-02-22,31.790001,33.450001,31.77,33.380001,6627200,MPC
2016-02-23,33.119999,33.48,31.59,31.610001,6632400,MPC
2016-02-24,31.15,34.09,30.950001,33.970001,9142100,MPC
2016-02-25,33.880001,34.439999,33.130001,34.220001,6777500,MPC
2016-02-26,34.709999,35.459999,34.040001,34.220001,5919300,MPC
2016-02-29,34.330002,34.950001,34.119999,34.25,7611800,MPC
2016-03-01,34.23,34.849998,34.029999,34.630001,7681600,MPC
2016-03-02,34.59,35.080002,33.889999,34.709999,5810900,MPC
2016-03-03,36.130001,37.459999,35.419998,37.32,9908200,MPC
2016-03-04,37.959999,37.959999,36.450001,37.060001,7528500,MPC
2016-03-07,37.080002,37.439999,35.900002,36.860001,6840400,MPC
2016-03-08,37.07,37.240002,35.119999,35.169998,7230600,MPC
2016-03-09,35.860001,37.419998,35.580002,37.060001,7656700,MPC
2016-03-10,36.830002,36.950001,35.700001,36.34,6048900,MPC
2016-03-11,36.950001,37.919998,36.200001,37.720001,5110200,MPC
2016-03-14,37.150002,37.68,36.330002,37.040001,4473800,MPC
2016-03-15,36.380001,36.889999,35.919998,36.630001,4699900,MPC
2016-03-16,36.669998,38.59,36.669998,38.389999,7734500,MPC
2016-03-17,38.369999,38.59,37.23,37.52,7820000,MPC
2016-03-18,37.880001,38.57,37.529999,38.23,9248900,MPC
2016-03-21,38.060001,38.599998,37.84,38.419998,4143700,MPC
2016-03-22,38.02,38.880001,37.990002,38.57,4780000,MPC
2016-03-23,38.41,38.5,36.790001,37.240002,5294400,MPC
2016-03-24,36.939999,37.349998,36.189999,36.869999,4945200,MPC
2016-03-28,37.02,37.25,36.43,36.98,3849700,MPC
2016-03-29,36.490002,36.689999,35.75,36.66,5832700,MPC
2016-03-30,37.110001,37.169998,35.990002,36.580002,5087800,MPC
2016-03-31,36.48,37.34,35.639999,37.18,5148700,MPC
2016-04-01,36.279999,36.619999,35.91,36.389999,4312600,MPC
2016-04-04,36.049999,37.23,36.0,36.650002,3225700,MPC
2016-04-05,36.34,37.009998,35.740002,36.279999,4397400,MPC
2016-04-06,36.669998,36.709999,35.060001,36.470001,6859700,MPC
2016-04-07,36.25,37.560001,36.18,37.459999,8238500,MPC
2016-04-08,37.830002,39.34,37.82,38.700001,6048100,MPC
2016-04-11,38.98,39.130001,37.959999,37.990002,4808200,MPC
